tconst,Title,Season,Episode,imgCount,averageRating,numVotes,startYear,Media,Device
tt10839422,Sex/Life,1.0,3.0,1,5.6,29504,2021,Show,iPhone
tt10839422,Sex/Life,1.0,2.0,1,5.6,29504,2021,Show,iPhone
tt16152716,The Consultant,1.0,4.0,1,6.5,15091,2023,Show,iPhone
tt10293938,Outer Banks,3.0,8.0,1,7.5,73346,2020,Show,iPhone
tt8080122,Harlem,1.0,8.0,1,8.1,19351,2019,Show,iPhone
tt0364845,NCIS,20.0,13.0,1,7.8,157880,2003,Show,iPhone
tt0364845,NCIS,20.0,8.0,1,7.8,157880,2003,Show,iPhone
tt7440726,Your Honor,2.0,4.0,1,7.6,63035,2020,Show,iPhone
tt11712058,Mayor of Kingstown,2.0,4.0,1,8.2,42164,2021,Show,iPhone
tt11712058,Mayor of Kingstown,2.0,3.0,1,8.2,42164,2021,Show,iPhone
tt11712058,Mayor of Kingstown,2.0,1.0,1,8.2,42164,2021,Show,iPhone
tt11712058,Mayor of Kingstown,1.0,10.0,2,8.2,42164,2021,Show,iPhone
tt15506958,Freeridge,1.0,7.0,2,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,7.0,1,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,7.0,3,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,6.0,1,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,6.0,2,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,5.0,1,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,5.0,2,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,3.0,4,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,3.0,1,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,2.0,3,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,2.0,1,5.8,993,2023,Show,iPhone
tt15506958,Freeridge,1.0,1.0,3,5.8,993,2023,Show,iPhone
tt0397442,Gossip Girl,2.0,10.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,10.0,6,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,9.0,4,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,8.0,11,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,7.0,4,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,6.0,2,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,5.0,4,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,4.0,5,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,3.0,2,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,2.0,2,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,2.0,1.0,5,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,12.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,11.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,10.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,9.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,7.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,6.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,5.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,4.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,3.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,2.0,1,7.5,187069,2007,Show,iPhone
tt0397442,Gossip Girl,1.0,1.0,1,7.5,187069,2007,Show,iPhone
tt12580982,National Treasure: Edge of History,1.0,8.0,1,5.8,12241,2022,Show,iPhone
tt7817340,New Amsterdam,5.0,11.0,1,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,5.0,6.0,1,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,5.0,5.0,2,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,5.0,3.0,1,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,4.0,21.0,2,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,4.0,16.0,1,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,4.0,15.0,1,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,4.0,7.0,1,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,4.0,4.0,2,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,4.0,1.0,1,8.0,47053,2018,Show,iPhone
tt7817340,New Amsterdam,3.0,4.0,1,8.0,47053,2018,Show,iPhone
tt7661384,The L Word: Generation Q,2.0,6.0,1,7.5,8163,2019,Show,iPhone
tt7661384,The L Word: Generation Q,2.0,2.0,1,7.5,8163,2019,Show,iPhone
tt12762512,Echo 3,1.0,8.0,1,6.5,10120,2022,Show,iPhone
tt12762512,Echo 3,1.0,3.0,1,6.5,10120,2022,Show,iPhone
tt12887536,CSI: Vegas,2.0,10.0,1,7.4,8553,2021,Show,iPhone
tt10813940,Ginny & Georgia,2.0,8.0,1,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,2.0,7.0,1,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,2.0,5.0,1,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,2.0,2.0,1,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,1.0,10.0,1,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,1.0,8.0,1,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,1.0,7.0,1,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,1.0,6.0,1,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,1.0,5.0,2,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,1.0,4.0,3,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,1.0,4.0,1,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,1.0,3.0,2,7.5,76275,2021,Show,iPhone
tt10813940,Ginny & Georgia,1.0,2.0,1,7.5,76275,2021,Show,iPhone
tt4236770,Yellowstone,4.0,3.0,1,8.7,194073,2018,Show,iPhone
tt15438246,Kaleidoscope,1.0,6.0,1,6.6,41781,2023,Show,iPhone
tt15438246,Kaleidoscope,1.0,4.0,1,6.6,41781,2023,Show,iPhone
tt8879940,Mythic Quest,3.0,6.0,2,7.7,30545,2020,Show,iPhone
tt8879940,Mythic Quest,3.0,1.0,1,7.7,30545,2020,Show,iPhone
tt8879940,Mythic Quest,2.0,1.0,1,7.7,30545,2020,Show,iPhone
tt8962124,Emily in Paris,3.0,8.0,1,6.9,111481,2020,Show,iPhone
tt8962124,Emily in Paris,3.0,7.0,2,6.9,111481,2020,Show,iPhone
tt8962124,Emily in Paris,3.0,1.0,1,6.9,111481,2020,Show,iPhone
tt8962124,Emily in Paris,2.0,10.0,1,6.9,111481,2020,Show,iPhone
tt8962124,Emily in Paris,2.0,9.0,3,6.9,111481,2020,Show,iPhone
tt8962124,Emily in Paris,2.0,9.0,1,6.9,111481,2020,Show,iPhone
tt8962124,Emily in Paris,2.0,3.0,1,6.9,111481,2020,Show,iPhone
tt8962124,Emily in Paris,2.0,2.0,1,6.9,111481,2020,Show,iPhone
tt7369974,Step Up: High Water,3.0,10.0,1,7.2,1588,2018,Show,iPhone
tt7369974,Step Up: High Water,3.0,9.0,2,7.2,1588,2018,Show,iPhone
tt7369974,Step Up: High Water,3.0,6.0,1,7.2,1588,2018,Show,iPhone
tt7546362,First Wives Club,3.0,10.0,1,7.4,974,2019,Show,iPhone
tt7546362,First Wives Club,3.0,7.0,3,7.4,974,2019,Show,iPhone
tt7546362,First Wives Club,3.0,6.0,1,7.4,974,2019,Show,iPhone
tt11212276,The Sex Lives of College Girls,2.0,8.0,1,7.8,26208,2021,Show,iPhone
tt11212276,The Sex Lives of College Girls,2.0,7.0,1,7.8,26208,2021,Show,iPhone
tt13406094,The White Lotus,2.0,7.0,1,7.9,186632,2021,Show,iPhone
tt13406094,The White Lotus,2.0,5.0,1,7.9,186632,2021,Show,iPhone
tt13406094,The White Lotus,2.0,2.0,1,7.9,186632,2021,Show,iPhone
tt13406094,The White Lotus,1.0,2.0,1,7.9,186632,2021,Show,iPhone
tt8000674,Little America,2.0,4.0,2,7.6,3732,2020,Show,iPhone
tt8000674,Little America,2.0,3.0,3,7.6,3732,2020,Show,iPhone
tt7939768,The Mighty Ducks: Game Changers,2.0,9.0,1,7.3,5697,2021,Show,iPhone
tt7939768,The Mighty Ducks: Game Changers,2.0,7.0,3,7.3,5697,2021,Show,iPhone
tt7939768,The Mighty Ducks: Game Changers,2.0,5.0,1,7.3,5697,2021,Show,iPhone
tt4419214,Queen Sugar,7.0,13.0,1,7.8,5480,2016,Show,iPhone
tt4419214,Queen Sugar,7.0,12.0,3,7.8,5480,2016,Show,iPhone
tt4419214,Queen Sugar,7.0,10.0,1,7.8,5480,2016,Show,iPhone
tt4419214,Queen Sugar,7.0,9.0,1,7.8,5480,2016,Show,iPhone
tt4419214,Queen Sugar,7.0,6.0,1,7.8,5480,2016,Show,iPhone
tt4419214,Queen Sugar,7.0,5.0,1,7.8,5480,2016,Show,iPhone
tt4419214,Queen Sugar,5.0,7.0,1,7.8,5480,2016,Show,iPhone
tt4419214,Queen Sugar,5.0,3.0,1,7.8,5480,2016,Show,iPhone
tt13567344,Acapulco,2.0,5.0,1,7.7,6153,2021,Show,iPhone
tt13567344,Acapulco,2.0,5.0,2,7.7,6153,2021,Show,iPhone
tt13567344,Acapulco,1.0,6.0,1,7.7,6153,2021,Show,iPhone
tt15469166,Pitch Perfect: Bumper in Berlin,1.0,6.0,1,6.4,1191,2022,Show,iPhone
tt15469166,Pitch Perfect: Bumper in Berlin,1.0,3.0,1,6.4,1191,2022,Show,iPhone
tt15469166,Pitch Perfect: Bumper in Berlin,1.0,1.0,2,6.4,1191,2022,Show,iPhone
tt13443470,Wednesday,1.0,7.0,1,8.1,336676,2022,Show,iPhone
tt13443470,Wednesday,1.0,6.0,2,8.1,336676,2022,Show,iPhone
tt13443470,Wednesday,1.0,4.0,1,8.1,336676,2022,Show,iPhone
tt13443470,Wednesday,1.0,1.0,1,8.1,336676,2022,Show,iPhone
tt6473344,SEAL Team,6.0,9.0,1,7.8,30766,2017,Show,iPhone
tt6473344,SEAL Team,6.0,3.0,1,7.8,30766,2017,Show,iPhone
tt15765450,The Calling,1.0,1.0,1,7.1,3241,2022,Show,iPhone
tt9059350,Warrior Nun,2.0,5.0,1,7.0,53995,2020,Show,iPhone
tt9059350,Warrior Nun,2.0,1.0,1,7.0,53995,2020,Show,iPhone
tt2948356,Zootopia+,1.0,5.0,1,8.0,529280,2016,Show,iPhone
tt2948356,Zootopia+,1.0,2.0,1,8.0,529280,2016,Show,iPhone
tt2948356,Zootopia+,1.0,1.0,1,8.0,529280,2016,Show,iPhone
tt1378167,NCIS: Los Angeles,14.0,5.0,1,6.8,56441,2009,Show,iPhone
tt16124614,Blockbuster,1.0,10.0,1,5.1,8404,2022,Show,iPhone
tt16124614,Blockbuster,1.0,8.0,1,5.1,8404,2022,Show,iPhone
tt16124614,Blockbuster,1.0,6.0,1,5.1,8404,2022,Show,iPhone
tt16124614,Blockbuster,1.0,5.0,2,5.1,8404,2022,Show,iPhone
tt16124614,Blockbuster,1.0,4.0,2,5.1,8404,2022,Show,iPhone
tt15180134,Reboot,1.0,5.0,1,7.4,8762,2022,Show,iPhone
tt15180134,Reboot,1.0,2.0,2,7.4,8762,2022,Show,iPhone
tt15180134,Reboot,1.0,1.0,1,7.4,8762,2022,Show,iPhone
tt11252254,From Scratch,1.0,7.0,1,7.9,15844,2022,Show,iPhone
tt5151816,Chesapeake Shores,6.0,10.0,1,7.5,8935,2016,Show,iPhone
tt5151816,Chesapeake Shores,6.0,8.0,1,7.5,8935,2016,Show,iPhone
tt5151816,Chesapeake Shores,6.0,7.0,2,7.5,8935,2016,Show,iPhone
tt5151816,Chesapeake Shores,6.0,6.0,2,7.5,8935,2016,Show,iPhone
tt5151816,Chesapeake Shores,6.0,5.0,1,7.5,8935,2016,Show,iPhone
tt5151816,Chesapeake Shores,6.0,3.0,1,7.5,8935,2016,Show,iPhone
tt5151816,Chesapeake Shores,6.0,2.0,1,7.5,8935,2016,Show,iPhone
tt5151816,Chesapeake Shores,6.0,1.0,3,7.5,8935,2016,Show,iPhone
tt5151816,Chesapeake Shores,5.0,8.0,1,7.5,8935,2016,Show,iPhone
tt14852808,The Watcher,1.0,4.0,1,6.5,75195,2022,Show,iPhone
tt11238096,Big Shot,1.0,6.0,1,7.5,5228,2021,Show,iPhone
tt10857160,She-Hulk: Attorney at Law,1.0,7.0,3,5.3,183941,2022,Show,iPhone
tt10857160,She-Hulk: Attorney at Law,1.0,4.0,1,5.3,183941,2022,Show,iPhone
tt9257258,Kevin Can F**k Himself,2.0,7.0,1,7.1,10250,2021,Show,iPhone
tt9257258,Kevin Can F**k Himself,2.0,6.0,2,7.1,10250,2021,Show,iPhone
tt9257258,Kevin Can F**k Himself,2.0,3.0,1,7.1,10250,2021,Show,iPhone
tt7671070,Industry,2.0,8.0,2,7.2,11744,2020,Show,iPhone
tt7671070,Industry,2.0,5.0,1,7.2,11744,2020,Show,iPhone
tt7671070,Industry,2.0,3.0,1,7.2,11744,2020,Show,iPhone
tt7671070,Industry,1.0,2.0,1,7.2,11744,2020,Show,iPhone
tt7671070,Industry,1.0,1.0,1,7.2,11744,2020,Show,iPhone
tt9845070,Last Light,1.0,4.0,2,5.4,2342,2022,Show,iPhone
tt9845070,Last Light,1.0,2.0,2,5.4,2342,2022,Show,iPhone
tt9845070,Last Light,1.0,1.0,1,5.4,2342,2022,Show,iPhone
tt7221388,Cobra Kai,2.0,10.0,1,8.5,198784,2018,Show,iPhone
tt7221388,Cobra Kai,2.0,10.0,2,8.5,198784,2018,Show,iPhone
tt10982034,Trying,3.0,8.0,1,8.0,10304,2020,Show,iPhone
tt10982034,Trying,3.0,8.0,1,8.0,10304,2020,Show,iPhone
tt10982034,Trying,3.0,7.0,1,8.0,10304,2020,Show,iPhone
tt10982034,Trying,3.0,6.0,2,8.0,10304,2020,Show,iPhone
tt10982034,Trying,3.0,5.0,1,8.0,10304,2020,Show,iPhone
tt10982034,Trying,2.0,8.0,1,8.0,10304,2020,Show,iPhone
tt10982034,Trying,2.0,7.0,1,8.0,10304,2020,Show,iPhone
tt10982034,Trying,2.0,6.0,1,8.0,10304,2020,Show,iPhone
tt10982034,Trying,2.0,5.0,1,8.0,10304,2020,Show,iPhone
tt10982034,Trying,2.0,4.0,1,8.0,10304,2020,Show,iPhone
tt10982034,Trying,2.0,2.0,2,8.0,10304,2020,Show,iPhone
tt0452718,Surface,1.0,3.0,2,7.2,10293,2005,Show,iPhone
tt15390524,Partner Track,1.0,10.0,2,6.7,7037,2022,Show,iPhone
tt15390524,Partner Track,1.0,7.0,1,6.7,7037,2022,Show,iPhone
tt15390524,Partner Track,1.0,6.0,1,6.7,7037,2022,Show,iPhone
tt15390524,Partner Track,1.0,4.0,1,6.7,7037,2022,Show,iPhone
tt13075042,Pretty Little Liars: Original Sin,1.0,10.0,1,7.0,7604,2022,Show,iPhone
tt13075042,Pretty Little Liars: Original Sin,1.0,9.0,1,7.0,7604,2022,Show,iPhone
tt13075042,Pretty Little Liars: Original Sin,1.0,7.0,2,7.0,7604,2022,Show,iPhone
tt13075042,Pretty Little Liars: Original Sin,1.0,4.0,1,7.0,7604,2022,Show,iPhone
tt13075042,Pretty Little Liars: Original Sin,1.0,3.0,1,7.0,7604,2022,Show,iPhone
tt13075042,Pretty Little Liars: Original Sin,1.0,2.0,1,7.0,7604,2022,Show,iPhone
tt14954498,Echoes,1.0,4.0,1,5.9,14649,2022,Show,iPhone
tt7588054,Roswell New Mexico,4.0,10.0,1,6.3,13860,2019,Show,iPhone
tt7588054,Roswell New Mexico,4.0,2.0,1,6.3,13860,2019,Show,iPhone
tt7588054,Roswell New Mexico,4.0,1.0,1,6.3,13860,2019,Show,iPhone
tt7588054,Roswell New Mexico,3.0,9.0,1,6.3,13860,2019,Show,iPhone
tt14271498,Loot,1.0,10.0,1,6.8,10144,2022,Show,iPhone
tt14271498,Loot,1.0,9.0,1,6.8,10144,2022,Show,iPhone
tt14271498,Loot,1.0,9.0,1,6.8,10144,2022,Show,iPhone
tt14271498,Loot,1.0,8.0,1,6.8,10144,2022,Show,iPhone
tt14271498,Loot,1.0,7.0,2,6.8,10144,2022,Show,iPhone
tt14271498,Loot,1.0,6.0,3,6.8,10144,2022,Show,iPhone
tt14271498,Loot,1.0,5.0,2,6.8,10144,2022,Show,iPhone
tt14271498,Loot,1.0,3.0,1,6.8,10144,2022,Show,iPhone
tt14271498,Loot,1.0,2.0,1,6.8,10144,2022,Show,iPhone
tt13266618,Flatbush Misdemeanors,1.0,7.0,1,6.8,887,2021,Show,iPhone
tt3007572,Locke & Key,3.0,7.0,1,7.3,94239,2020,Show,iPhone
tt15466144,Uncoupled,1.0,7.0,1,7.0,18208,2022,Show,iPhone
tt15466144,Uncoupled,1.0,4.0,1,7.0,18208,2022,Show,iPhone
tt5420376,Riverdale,6.0,13.0,1,6.5,152371,2017,Show,iPhone
tt5420376,Riverdale,6.0,7.0,1,6.5,152371,2017,Show,iPhone
tt5420376,Riverdale,5.0,4.0,1,6.5,152371,2017,Show,iPhone
tt11897688,The Resort,1.0,2.0,2,7.4,10756,2022,Show,iPhone
tt14117010,Keep Breathing,1.0,1.0,1,5.3,14176,2022,Show,iPhone
tt13649314,Irma Vep,1.0,7.0,1,6.8,6125,2022,Show,iPhone
tt13649314,Irma Vep,1.0,6.0,3,6.8,6125,2022,Show,iPhone
tt13649314,Irma Vep,1.0,6.0,2,6.8,6125,2022,Show,iPhone
tt13649314,Irma Vep,1.0,6.0,1,6.8,6125,2022,Show,iPhone
tt13649314,Irma Vep,1.0,2.0,1,6.8,6125,2022,Show,iPhone
tt13649314,Irma Vep,1.0,1.0,1,6.8,6125,2022,Show,iPhone
tt14097144,"Boo, Bitch",1.0,8.0,1,5.9,5016,2022,Show,iPhone
tt14097144,"Boo, Bitch",1.0,7.0,1,5.9,5016,2022,Show,iPhone
tt14097144,"Boo, Bitch",1.0,7.0,2,5.9,5016,2022,Show,iPhone
tt14097144,"Boo, Bitch",1.0,6.0,3,5.9,5016,2022,Show,iPhone
tt14097144,"Boo, Bitch",1.0,5.0,1,5.9,5016,2022,Show,iPhone
tt14097144,"Boo, Bitch",1.0,3.0,2,5.9,5016,2022,Show,iPhone
tt14097144,"Boo, Bitch",1.0,2.0,1,5.9,5016,2022,Show,iPhone
tt13861620,God's Favorite Idiot,1.0,7.0,1,5.8,6992,2022,Show,iPhone
tt13861620,God's Favorite Idiot,1.0,7.0,1,5.8,6992,2022,Show,iPhone
tt13861620,God's Favorite Idiot,1.0,4.0,1,5.8,6992,2022,Show,iPhone
tt13861620,God's Favorite Idiot,1.0,3.0,1,5.8,6992,2022,Show,iPhone
tt9319706,I Love That for You,1.0,7.0,1,7.2,2941,2022,Show,iPhone
tt9319706,I Love That for You,1.0,5.0,1,7.2,2941,2022,Show,iPhone
tt9319706,I Love That for You,1.0,3.0,1,7.2,2941,2022,Show,iPhone
tt11324406,The Staircase,1.0,8.0,1,7.1,31829,2022,Show,iPhone
tt11324406,The Staircase,1.0,7.0,1,7.1,31829,2022,Show,iPhone
tt11650492,Girls5eva,2.0,8.0,1,7.2,4888,2021,Show,iPhone
tt11650492,Girls5eva,2.0,3.0,1,7.2,4888,2021,Show,iPhone
tt11650492,Girls5eva,2.0,2.0,1,7.2,4888,2021,Show,iPhone
tt11650492,Girls5eva,1.0,6.0,1,7.2,4888,2021,Show,iPhone
tt11650492,Girls5eva,1.0,2.0,2,7.2,4888,2021,Show,iPhone
tt8129450,Breeders,3.0,4.0,2,7.5,7314,2020,Show,iPhone
tt8129450,Breeders,2.0,7.0,2,7.5,7314,2020,Show,iPhone
tt11815682,Hacks,2.0,8.0,1,8.2,35107,2021,Show,iPhone
tt11815682,Hacks,2.0,4.0,1,8.2,35107,2021,Show,iPhone
tt11815682,Hacks,2.0,3.0,1,8.2,35107,2021,Show,iPhone
tt11815682,Hacks,1.0,6.0,1,8.2,35107,2021,Show,iPhone
tt11815682,Hacks,1.0,4.0,1,8.2,35107,2021,Show,iPhone
tt11815682,Hacks,1.0,3.0,1,8.2,35107,2021,Show,iPhone
tt7569576,The Flight Attendant,2.0,8.0,2,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,2.0,7.0,2,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,2.0,6.0,1,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,2.0,5.0,1,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,2.0,4.0,1,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,2.0,3.0,2,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,2.0,2.0,1,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,2.0,1.0,1,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,1.0,8.0,1,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,1.0,7.0,1,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,1.0,6.0,1,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,1.0,3.0,1,7.1,60796,2020,Show,iPhone
tt7569576,The Flight Attendant,1.0,1.0,1,7.1,60796,2020,Show,iPhone
tt14168162,Bosch: Legacy,1.0,8.0,1,8.5,22473,2022,Show,iPhone
tt14168162,Bosch: Legacy,1.0,5.0,1,8.5,22473,2022,Show,iPhone
tt14192504,We Own This City,1.0,3.0,1,7.6,26223,2022,Show,iPhone
tt5555260,This Is Us,6.0,14.0,1,8.7,153104,2016,Show,iPhone
tt5555260,This Is Us,6.0,7.0,3,8.7,153104,2016,Show,iPhone
tt5555260,This Is Us,6.0,1.0,1,8.7,153104,2016,Show,iPhone
tt5555260,This Is Us,5.0,10.0,1,8.7,153104,2016,Show,iPhone
tt5555260,This Is Us,5.0,4.0,1,8.7,153104,2016,Show,iPhone
tt5555260,This Is Us,5.0,4.0,2,8.7,153104,2016,Show,iPhone
tt5555260,This Is Us,5.0,3.0,1,8.7,153104,2016,Show,iPhone
tt4370596,Better Things,5.0,10.0,1,7.9,17416,2016,Show,iPhone
tt4370596,Better Things,5.0,7.0,1,7.9,17416,2016,Show,iPhone
tt4370596,Better Things,5.0,5.0,1,7.9,17416,2016,Show,iPhone
tt4370596,Better Things,5.0,3.0,1,7.9,17416,2016,Show,iPhone
tt4370596,Better Things,5.0,1.0,2,7.9,17416,2016,Show,iPhone
tt12005128,WeCrashed,1.0,8.0,2,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,7.0,3,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,7.0,1,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,6.0,6,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,5.0,4,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,5.0,1,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,4.0,3,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,4.0,1,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,4.0,2,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,3.0,1,7.3,19199,2022,Show,iPhone
tt12005128,WeCrashed,1.0,3.0,2,7.3,19199,2022,Show,iPhone
tt11173006,Super Pumped,1.0,4.0,1,7.3,7994,2022,Show,iPhone
tt11173006,Super Pumped,1.0,1.0,2,7.3,7994,2022,Show,iPhone
tt9223870,Woke,2.0,2.0,1,6.7,3615,2020,Show,iPhone
tt10166622,The Dropout,1.0,8.0,1,7.5,32673,2022,Show,iPhone
tt10166622,The Dropout,1.0,7.0,1,7.5,32673,2022,Show,iPhone
tt10166622,The Dropout,1.0,6.0,1,7.5,32673,2022,Show,iPhone
tt10166622,The Dropout,1.0,5.0,1,7.5,32673,2022,Show,iPhone
tt10166622,The Dropout,1.0,3.0,1,7.5,32673,2022,Show,iPhone
tt10166622,The Dropout,1.0,3.0,2,7.5,32673,2022,Show,iPhone
tt7016936,Killing Eve,4.0,7.0,1,8.1,128592,2018,Show,iPhone
tt8593252,Coroner,4.0,10.0,2,6.8,5053,2019,Show,iPhone
tt8593252,Coroner,4.0,5.0,1,6.8,5053,2019,Show,iPhone
tt8593252,Coroner,3.0,5.0,3,6.8,5053,2019,Show,iPhone
tt8593252,Coroner,3.0,3.0,1,6.8,5053,2019,Show,iPhone
tt20561198,Promised Land,1.0,10.0,1,7.8,704,2023,Show,iPhone
tt20561198,Promised Land,1.0,5.0,1,7.8,704,2023,Show,iPhone
tt20561198,Promised Land,1.0,3.0,1,7.8,704,2023,Show,iPhone
tt12026710,Suspicion,1.0,4.0,2,6.2,9171,2022,Show,iPhone
tt12026710,Suspicion,1.0,4.0,1,6.2,9171,2022,Show,iPhone
tt12026710,Suspicion,1.0,2.0,1,6.2,9171,2022,Show,iPhone
tt12026710,Suspicion,1.0,1.0,1,6.2,9171,2022,Show,iPhone
tt0370194,Reno 911!,8.0,11.0,3,8.0,22210,2003,Show,iPhone
tt0370194,Reno 911!,8.0,6.0,1,8.0,22210,2003,Show,iPhone
tt0370194,Reno 911!,8.0,3.0,1,8.0,22210,2003,Show,iPhone
tt13205670,The Kings of Napa,1.0,8.0,1,4.4,374,2022,Show,iPhone
tt13205670,The Kings of Napa,1.0,7.0,1,4.4,374,2022,Show,iPhone
tt13205670,The Kings of Napa,1.0,6.0,1,4.4,374,2022,Show,iPhone
tt13205670,The Kings of Napa,1.0,5.0,1,4.4,374,2022,Show,iPhone
tt13205670,The Kings of Napa,1.0,4.0,2,4.4,374,2022,Show,iPhone
tt13205670,The Kings of Napa,1.0,1.0,1,4.4,374,2022,Show,iPhone
tt9612516,Space Force,2.0,6.0,1,6.7,69233,2020,Show,iPhone
tt9612516,Space Force,2.0,4.0,1,6.7,69233,2020,Show,iPhone
tt8708280,State of the Union,2.0,7.0,1,7.7,6289,2019,Show,iPhone
tt8740976,Inventing Anna,1.0,5.0,2,6.8,75912,2022,Show,iPhone
tt8740976,Inventing Anna,1.0,3.0,1,6.8,75912,2022,Show,iPhone
tt8740976,Inventing Anna,1.0,2.0,1,6.8,75912,2022,Show,iPhone
tt8740976,Inventing Anna,1.0,1.0,1,6.8,75912,2022,Show,iPhone
tt5640558,Claws,4.0,10.0,3,7.5,6870,2017,Show,iPhone
tt5640558,Claws,4.0,9.0,2,7.5,6870,2017,Show,iPhone
tt5640558,Claws,4.0,8.0,1,7.5,6870,2017,Show,iPhone
tt7826108,Raising Dion,2.0,1.0,1,7.1,16177,2019,Show,iPhone
tt8772296,Euphoria,2.0,4.0,1,8.3,221694,2019,Show,iPhone
tt8772296,Euphoria,2.0,0.0,1,8.3,221694,2019,Show,iPhone
tt13315324,The Woman in the House Across the Street from the Girl in the Window,1.0,4.0,1,6.4,51367,2022,Show,iPhone
tt13315324,The Woman in the House Across the Street from the Girl in the Window,1.0,2.0,1,6.4,51367,2022,Show,iPhone
tt13146488,Peacemaker,1.0,2.0,2,8.3,127993,2022,Show,iPhone
tt9288826,Ordinary Joe,1.0,11.0,1,6.7,2805,2021,Show,iPhone
