tconst,Title,Season,Episode,imgCount,averageRating,numVotes,startYear,Media,Device
tt7991508,Finestkind (2023),-1.0,-1.0,18,6.4,173,2023,Movie,iPhone
tt6722400,Fast Charlie (2023),-1.0,-1.0,11,9.4,96,2023,Movie,iPhone
tt13651794,May December (2023),-1.0,-1.0,9,7.4,1345,2023,Movie,iPhone
tt19890316,What Happens Later (2023),-1.0,-1.0,25,7.6,14,2023,Movie,iPhone
tt15744298,Freelance (2023),-1.0,-1.0,106,5.3,374,2023,Movie,iPhone
tt3701150,Sick Girl (2023),-1.0,-1.0,1,6.7,63,2023,Movie,iPhone
tt13957560,Dumb Money (2023),-1.0,-1.0,3,7.1,8261,2023,Movie,iPhone
tt22375620,The Slumber Party (2023),-1.0,-1.0,12,5.7,363,2023,Movie,iPhone
tt13405810,Quiz Lady (2023),-1.0,-1.0,1,7.5,67,2023,Movie,iPhone
tt13650540,If You Were the Last (2023),-1.0,-1.0,3,6.2,753,2023,Movie,iPhone
tt13650540,If You Were the Last (2023),-1.0,-1.0,1,6.2,753,2023,Movie,iPhone
tt18394190,Old Dads (2023),-1.0,-1.0,4,6.3,10462,2023,Movie,iPhone
tt11951276,The Other Zoey (2023),-1.0,-1.0,39,6.0,1926,2023,Movie,iPhone
tt11951276,The Other Zoey (2023),-1.0,-1.0,5,6.0,1926,2023,Movie,iPhone
tt11951276,The Other Zoey (2023),-1.0,-1.0,1,6.0,1926,2023,Movie,iPhone
tt19369162,The Puppetman (2023),-1.0,-1.0,3,5.3,907,2023,Movie,iPhone
tt3291150,The Expendables 4 / Expend4bles (2023),-1.0,-1.0,1,4.9,19149,2023,Movie,iPhone
tt9603212,Mission: Impossible - Dead Reckoning Part One (2023),-1.0,-1.0,6,7.8,169136,2023,Movie,iPhone
tt11908172,The Kill Room (2023),-1.0,-1.0,23,5.4,1541,2023,Movie,iPhone
tt11908172,The Kill Room (2023),-1.0,-1.0,6,5.4,1541,2023,Movie,iPhone
tt16304446,Fair Play (2023),-1.0,-1.0,4,6.5,20192,2023,Movie,iPhone
tt12143990,The Re-Education of Molly Singer (2023),-1.0,-1.0,3,6.3,2165,2023,Movie,iPhone
tt13274016,Reptile (2023),-1.0,-1.0,5,6.8,50865,2023,Movie,iPhone
tt21103300,My Big Fat Greek Wedding 3 (2023),-1.0,-1.0,4,5.2,4495,2023,Movie,iPhone
tt21103300,My Big Fat Greek Wedding 3 (2023),-1.0,-1.0,25,5.2,4495,2023,Movie,iPhone
tt21103300,My Big Fat Greek Wedding 3 (2023),-1.0,-1.0,11,5.2,4495,2023,Movie,iPhone
tt21103300,My Big Fat Greek Wedding 3 (2023),-1.0,-1.0,10,5.2,4495,2023,Movie,iPhone
tt21103300,My Big Fat Greek Wedding 3 (2023),-1.0,-1.0,34,5.2,4495,2023,Movie,iPhone
tt11952084,Who Are You People (2023),-1.0,-1.0,10,5.1,282,2023,Movie,iPhone
tt9362930,Blue Beetle (2023),-1.0,-1.0,10,6.1,56100,2023,Movie,iPhone
tt21232992,Theater Camp (2023),-1.0,-1.0,2,7.1,9375,2023,Movie,iPhone
tt14483774,Shortcomings (2023),-1.0,-1.0,4,6.5,1729,2023,Movie,iPhone
tt15428940,Jules (2023),-1.0,-1.0,13,6.7,4924,2023,Movie,iPhone
tt8452344,Sitting in Bars with Cake (2023),-1.0,-1.0,7,6.4,2024,2023,Movie,iPhone
tt8452344,Sitting in Bars with Cake (2023),-1.0,-1.0,6,6.4,2024,2023,Movie,iPhone
tt28554102,Office Race (2023),-1.0,-1.0,5,5.1,447,2023,Movie,iPhone
tt15351980,Vacation Friends 2 (2023),-1.0,-1.0,1,5.3,6277,2023,Movie,iPhone
tt15351980,Vacation Friends 2 (2023),-1.0,-1.0,3,5.3,6277,2023,Movie,iPhone
tt9224104,Meg 2: The Trench (2023),-1.0,-1.0,1,5.1,59426,2023,Movie,iPhone
tt12917050,The List (2023),-1.0,-1.0,49,5.4,1571,2023,Movie,iPhone
tt12917050,The List (2023),-1.0,-1.0,1,5.4,1571,2023,Movie,iPhone
tt12917050,The List (2023),-1.0,-1.0,13,5.4,1571,2023,Movie,iPhone
tt12917050,The List (2023),-1.0,-1.0,2,5.4,1571,2023,Movie,iPhone
tt28182736,Puppy Love (2023),-1.0,-1.0,5,6.3,4229,2023,Movie,iPhone
tt28182736,Puppy Love (2023),-1.0,-1.0,12,6.3,4229,2023,Movie,iPhone
tt28182736,Puppy Love (2023),-1.0,-1.0,2,6.3,4229,2023,Movie,iPhone
tt28182736,Puppy Love (2023),-1.0,-1.0,4,6.3,4229,2023,Movie,iPhone
tt6195756,Wonderwell (2023),-1.0,-1.0,1,4.5,649,2023,Movie,iPhone
tt10172266,"Red, White & Royal Blue (2023)",-1.0,-1.0,34,7.0,39857,2023,Movie,iPhone
tt10172266,"Red, White & Royal Blue (2023)",-1.0,-1.0,1,7.0,39857,2023,Movie,iPhone
tt9100018,Cobweb (2023),-1.0,-1.0,4,5.9,19495,2023,Movie,iPhone
tt15268244,Joy Ride (2023),-1.0,-1.0,1,6.5,16237,2023,Movie,iPhone
tt11274492,The Out-Laws (2023),-1.0,-1.0,1,5.4,31295,2023,Movie,iPhone
tt14097180,Somewhere in Queens (2022),-1.0,-1.0,2,6.8,3101,2022,Movie,iPhone
tt21241942,Buddy Games: Spring Awakening (2023),-1.0,-1.0,1,4.5,892,2023,Movie,iPhone
tt9013340,Fool's Paradise (2023),-1.0,-1.0,1,4.7,3708,2023,Movie,iPhone
tt20768712,Book Club: The Next Chapter (2023),-1.0,-1.0,2,5.6,4898,2023,Movie,iPhone
tt20768712,Book Club: The Next Chapter (2023),-1.0,-1.0,3,5.6,4898,2023,Movie,iPhone
tt20768712,Book Club: The Next Chapter (2023),-1.0,-1.0,1,5.6,4898,2023,Movie,iPhone
tt6968614,The Mother (2023),-1.0,-1.0,1,5.6,42934,2023,Movie,iPhone
tt4450714,Sid Is Dead (2023),-1.0,-1.0,1,5.7,380,2023,Movie,iPhone
tt4450714,Sid Is Dead (2023),-1.0,-1.0,4,5.7,380,2023,Movie,iPhone
tt4450714,Sid Is Dead (2023),-1.0,-1.0,5,5.7,380,2023,Movie,iPhone
tt6317762,Space Oddity (2022),-1.0,-1.0,5,5.4,980,2022,Movie,iPhone
tt27165333,If I Can't Have You (2023),-1.0,-1.0,2,5.0,115,2023,Movie,iPhone
tt26657460,"Drunk, Driving, and 17 (2023)",-1.0,-1.0,2,6.4,117,2023,Movie,iPhone
tt15326988,Ghosted (2023),-1.0,-1.0,2,5.8,53926,2023,Movie,iPhone
tt20115096,A Tourist's Guide to Love (2023),-1.0,-1.0,5,5.7,6098,2023,Movie,iPhone
tt14153080,A Good Person (2023),-1.0,-1.0,1,7.0,15282,2023,Movie,iPhone
tt10151854,Shazam! Fury of the Gods (2023),-1.0,-1.0,3,6.0,111036,2023,Movie,iPhone
tt10151854,Shazam! Fury of the Gods (2023),-1.0,-1.0,1,6.0,111036,2023,Movie,iPhone
tt17321230,Prom Pact (2023),-1.0,-1.0,1,6.3,2574,2023,Movie,iPhone
tt15255288,Murder Mystery 2 (2023),-1.0,-1.0,1,5.7,62458,2023,Movie,iPhone
tt15255288,Murder Mystery 2 (2023),-1.0,-1.0,2,5.7,62458,2023,Movie,iPhone
tt15255288,Murder Mystery 2 (2023),-1.0,-1.0,5,5.7,62458,2023,Movie,iPhone
tt2883512,Chef (2014),-1.0,-1.0,3,7.3,226226,2014,Movie,iPhone
tt2883512,Chef (2014),-1.0,-1.0,2,7.3,226226,2014,Movie,iPhone
tt13650494,Chang Can Dunk (2023),-1.0,-1.0,1,6.4,1440,2023,Movie,iPhone
tt10855768,Missing (2023),-1.0,-1.0,2,7.1,51278,2023,Movie,iPhone
tt10855768,Missing (2023),-1.0,-1.0,1,7.1,51278,2023,Movie,iPhone
tt16280138,Magic Mike's Last Dance (2023),-1.0,-1.0,1,5.2,14340,2023,Movie,iPhone
tt16280138,Magic Mike's Last Dance (2023),-1.0,-1.0,3,5.2,14340,2023,Movie,iPhone
tt7798604,We Have a Ghost (2023),-1.0,-1.0,1,6.1,30399,2023,Movie,iPhone
tt12823454,Your Place or Mine (2023),-1.0,-1.0,1,5.7,36091,2023,Movie,iPhone
tt12823454,Your Place or Mine (2023),-1.0,-1.0,4,5.7,36091,2023,Movie,iPhone
tt14874302,At Midnight (2023),-1.0,-1.0,1,5.6,1435,2023,Movie,iPhone
tt5884796,Plane (2023),-1.0,-1.0,2,6.5,67682,2023,Movie,iPhone
tt15334430,Dog Gone (2023),-1.0,-1.0,1,6.0,5682,2023,Movie,iPhone
tt16233952,Something from Tiffany's (2022),-1.0,-1.0,1,6.2,8801,2022,Movie,iPhone
tt11198810,She Said (2022),-1.0,-1.0,2,7.3,35452,2022,Movie,iPhone
tt6443346,Black Adam (2022),-1.0,-1.0,1,6.3,261405,2022,Movie,iPhone
tt9071456,The People We Hate at the Wedding (2022),-1.0,-1.0,1,5.8,10212,2022,Movie,iPhone
tt10999120,Spirited (2022),-1.0,-1.0,1,6.6,43266,2022,Movie,iPhone
tt10999120,Spirited (2022),-1.0,-1.0,3,6.6,43266,2022,Movie,iPhone
tt14714980,Poker Face (2022),-1.0,-1.0,1,5.2,11728,2022,Movie,iPhone
tt14715170,Falling for Christmas (2022),-1.0,-1.0,1,5.2,25606,2022,Movie,iPhone
tt14109724,Ticket to Paradise (2022),-1.0,-1.0,1,6.1,59300,2022,Movie,iPhone
tt15334032,Raymond & Ray (2022),-1.0,-1.0,2,6.2,7593,2022,Movie,iPhone
tt15334032,Raymond & Ray (2022),-1.0,-1.0,1,6.2,7593,2022,Movie,iPhone
tt9731598,Bros (2022),-1.0,-1.0,4,6.4,33200,2022,Movie,iPhone
tt9731598,Bros (2022),-1.0,-1.0,1,6.4,33200,2022,Movie,iPhone
tt11128440,Clerks III (2022),-1.0,-1.0,1,6.3,17180,2022,Movie,iPhone
tt12908110,Mr. Harrigan's Phone (2022),-1.0,-1.0,1,6.0,36461,2022,Movie,iPhone
tt12908110,Mr. Harrigan's Phone (2022),-1.0,-1.0,2,6.0,36461,2022,Movie,iPhone
tt12908110,Mr. Harrigan's Phone (2022),-1.0,-1.0,5,6.0,36461,2022,Movie,iPhone
tt12908110,Mr. Harrigan's Phone (2022),-1.0,-1.0,4,6.0,36461,2022,Movie,iPhone
tt12908110,Mr. Harrigan's Phone (2022),-1.0,-1.0,7,6.0,36461,2022,Movie,iPhone
tt4595186,Luckiest Girl Alive (2022),-1.0,-1.0,1,6.4,53644,2022,Movie,iPhone
tt4595186,Luckiest Girl Alive (2022),-1.0,-1.0,2,6.4,53644,2022,Movie,iPhone
tt10687116,Entergalactic (2022),-1.0,-1.0,1,7.3,13934,2022,Movie,iPhone
tt11909878,Hocus Pocus 2 (2022),-1.0,-1.0,2,6.0,50143,2022,Movie,iPhone
tt9000184,Goodnight Mommy (2022),-1.0,-1.0,3,5.7,13441,2022,Movie,iPhone
tt12311620,Breaking (2022),-1.0,-1.0,1,6.2,6903,2022,Movie,iPhone
tt14456350,About Fate (2022),-1.0,-1.0,4,6.4,10187,2022,Movie,iPhone
tt12655436,Honk for Jesus. Save Your Soul. (2022),-1.0,-1.0,1,5.4,3909,2022,Movie,iPhone
tt14330236,Mack & Rita (2022),-1.0,-1.0,1,4.8,1841,2022,Movie,iPhone
tt15463032,Love in the Villa (2022),-1.0,-1.0,2,5.4,12466,2022,Movie,iPhone
tt15325794,Fall (2022),-1.0,-1.0,1,6.4,94527,2022,Movie,iPhone
tt14298328,Look Both Ways (2022),-1.0,-1.0,2,6.3,22912,2022,Movie,iPhone
tt11976532,Vengeance (2022),-1.0,-1.0,1,6.8,31328,2022,Movie,iPhone
tt3975918,13: The Musical (2022),-1.0,-1.0,1,5.3,956,2022,Movie,iPhone
tt14001894,Secret Headquarters (2022),-1.0,-1.0,1,5.2,7206,2022,Movie,iPhone
tt21193618,Love in the Limelight (2022),-1.0,-1.0,2,6.5,747,2022,Movie,iPhone
tt11426572,Wedding Season (2022),-1.0,-1.0,5,6.3,10549,2022,Movie,iPhone
tt10949028,As They Made Us (2022),-1.0,-1.0,1,5.8,1466,2022,Movie,iPhone
tt16491324,Honor Society (2022),-1.0,-1.0,2,6.5,8684,2022,Movie,iPhone
tt14584284,Alone Together (2022),-1.0,-1.0,2,5.4,1444,2022,Movie,iPhone
tt14584284,Alone Together (2022),-1.0,-1.0,1,5.4,1444,2022,Movie,iPhone
tt11116642,Press Play (2022),-1.0,-1.0,1,6.0,1446,2022,Movie,iPhone
tt13841850,Men (2022),-1.0,-1.0,2,6.1,56091,2022,Movie,iPhone
tt11464446,Anything's Possible (2022),-1.0,-1.0,2,5.7,1602,2022,Movie,iPhone
tt11464446,Anything's Possible (2022),-1.0,-1.0,1,5.7,1602,2022,Movie,iPhone
tt1649418,The Gray Man (2022),-1.0,-1.0,1,6.5,226815,2022,Movie,iPhone
tt3696180,The Forgiven (2021),-1.0,-1.0,1,6.1,8052,2021,Movie,iPhone
tt15143222,My Fake Boyfriend (2022),-1.0,-1.0,2,5.2,2702,2022,Movie,iPhone
tt15143222,My Fake Boyfriend (2022),-1.0,-1.0,5,5.2,2702,2022,Movie,iPhone
tt8041270,Jurassic World Dominion (2022),-1.0,-1.0,3,5.6,193673,2022,Movie,iPhone
tt4181158,"Hello, Goodbye and Everything in Between (2022)",-1.0,-1.0,1,5.1,3956,2022,Movie,iPhone
tt12004038,Watcher (2022),-1.0,-1.0,2,6.3,37243,2022,Movie,iPhone
tt15521050,Love & Gelato (2022),-1.0,-1.0,4,5.2,6191,2022,Movie,iPhone
tt15521050,Love & Gelato (2022),-1.0,-1.0,3,5.2,6191,2022,Movie,iPhone
tt15521050,Love & Gelato (2022),-1.0,-1.0,1,5.2,6191,2022,Movie,iPhone
tt13249596,Father of the Bride (2022),-1.0,-1.0,3,5.9,12391,2022,Movie,iPhone
tt8009428,Hustle (2022),-1.0,-1.0,1,7.3,137669,2022,Movie,iPhone
tt11291274,The Unbearable Weight of Massive Talent (2022),-1.0,-1.0,1,7.0,136678,2022,Movie,iPhone
tt14109994,Hollywood Stargirl (2022),-1.0,-1.0,1,5.8,1264,2022,Movie,iPhone
tt15218000,Fire Island (2022),-1.0,-1.0,2,6.7,12799,2022,Movie,iPhone
tt4081630,The Valet (2022),-1.0,-1.0,2,6.7,15187,2022,Movie,iPhone
tt4081630,The Valet (2022),-1.0,-1.0,3,6.7,15187,2022,Movie,iPhone
tt3513500,Chip 'n Dale: Rescue Rangers (2022),-1.0,-1.0,1,7.0,45406,2022,Movie,iPhone
tt15215512,A Perfect Pairing (2022),-1.0,-1.0,1,6.1,15809,2022,Movie,iPhone
tt13320622,The Lost City (2022),-1.0,-1.0,1,6.1,143133,2022,Movie,iPhone
tt12412888,Sonic the Hedgehog 2 (2022),-1.0,-1.0,2,6.5,80916,2022,Movie,iPhone
tt14696284,Better Nate Than Ever (2022),-1.0,-1.0,2,6.4,3028,2022,Movie,iPhone
tt13133936,The Desperate Hour (2021),-1.0,-1.0,1,4.9,6901,2021,Movie,iPhone
tt13149036,Family Squares (2022),-1.0,-1.0,2,5.6,253,2022,Movie,iPhone
tt13149036,Family Squares (2022),-1.0,-1.0,1,5.6,253,2022,Movie,iPhone
tt11755740,Texas Chainsaw Massacre (2022),-1.0,-1.0,1,4.7,59392,2022,Movie,iPhone
tt2201261,The Sky Is Everywhere (2022),-1.0,-1.0,3,5.6,1711,2022,Movie,iPhone
tt10223460,Marry Me (2022),-1.0,-1.0,1,6.1,37909,2022,Movie,iPhone
tt10223460,Marry Me (2022),-1.0,-1.0,5,6.1,37909,2022,Movie,iPhone
tt10223460,Marry Me (2022),-1.0,-1.0,4,6.1,37909,2022,Movie,iPhone
tt14592064,Home Team (2022),-1.0,-1.0,1,6.0,21242,2022,Movie,iPhone
tt11847410,The Fallout (2021),-1.0,-1.0,1,7.0,30850,2021,Movie,iPhone
tt14124268,Ray Donovan: The (2022),-1.0,-1.0,1,6.8,9034,2022,Movie,iPhone
tt9032400,Eternals (2021),-1.0,-1.0,1,6.3,371291,2021,Movie,iPhone
tt9244554,Last Looks (2021),-1.0,-1.0,1,5.8,10511,2021,Movie,iPhone
tt15235708,A Dickens of a Holiday! (2021),-1.0,-1.0,1,7.3,1324,2021,Movie,iPhone
tt8310474,Bruised (2020),-1.0,-1.0,1,6.2,15680,2020,Movie,iPhone
tt8954732,The Princess Switch (2018),-1.0,-1.0,2,6.1,30107,2018,Movie,iPhone
tt7991608,Red Notice (2021),-1.0,-1.0,1,6.3,302078,2021,Movie,iPhone
tt2397461,Clifford the Big Red Dog (2021),-1.0,-1.0,1,5.9,16196,2021,Movie,iPhone
tt10515988,Paranormal Activity: Next of Kin (2021),-1.0,-1.0,1,5.3,15580,2021,Movie,iPhone
tt10665338,Halloween Kills (2021),-1.0,-1.0,1,5.5,94835,2021,Movie,iPhone
tt9731534,The Night House (2020),-1.0,-1.0,3,6.5,63582,2020,Movie,iPhone
tt9731534,The Night House (2020),-1.0,-1.0,1,6.5,63582,2020,Movie,iPhone
tt10954652,Old (2021),-1.0,-1.0,1,5.8,150611,2021,Movie,iPhone
tt9347730,Candyman (2021),-1.0,-1.0,1,5.9,73047,2021,Movie,iPhone
tt10872600,Spider-Man: No Way Home (2021),-1.0,-1.0,2,8.2,838000,2021,Movie,iPhone
tt3811906,Malignant (2021),-1.0,-1.0,1,6.2,103440,2021,Movie,iPhone
tt3982212,Saving Paradise (2021),-1.0,-1.0,2,6.2,346,2021,Movie,iPhone
tt9598214,Naked Singularity (2021),-1.0,-1.0,1,4.9,2810,2021,Movie,iPhone
tt10366460,CODA (2021),-1.0,-1.0,2,8.0,154429,2021,Movie,iPhone
tt12783454,The Kissing Booth 3 (2021),-1.0,-1.0,1,4.8,20355,2021,Movie,iPhone
tt12783454,The Kissing Booth 3 (2021),-1.0,-1.0,2,4.8,20355,2021,Movie,iPhone
tt12929990,Resort to Love (2021),-1.0,-1.0,1,5.7,6587,2021,Movie,iPhone
tt14673560,Ride the Eagle (2021),-1.0,-1.0,1,6.3,3626,2021,Movie,iPhone
tt10944596,Here Today (2021),-1.0,-1.0,1,6.7,5637,2021,Movie,iPhone
tt8231668,Good on Paper (2021),-1.0,-1.0,1,5.6,13505,2021,Movie,iPhone
tt8231668,Good on Paper (2021),-1.0,-1.0,3,5.6,13505,2021,Movie,iPhone
tt10342730,Spiral: From the Book of Saw (2021),-1.0,-1.0,1,5.2,63791,2021,Movie,iPhone
tt6111574,The Woman in the Window (2021),-1.0,-1.0,1,5.7,80662,2021,Movie,iPhone
tt5034838,Godzilla vs. Kong (2021),-1.0,-1.0,1,6.3,226836,2021,Movie,iPhone
tt7897330,Deadly Illusions (2021),-1.0,-1.0,1,3.7,13342,2021,Movie,iPhone
tt1599348,Safe House (2012),-1.0,-1.0,1,6.7,231786,2012,Movie,iPhone
tt1972571,A Most Wanted Man (2014),-1.0,-1.0,1,6.7,79071,2014,Movie,iPhone
tt4479380,SAS: Red Notice (2021),-1.0,-1.0,1,5.2,20560,2021,Movie,iPhone
tt9731682,Crisis (2021),-1.0,-1.0,2,6.2,12777,2021,Movie,iPhone
tt9731682,Crisis (2021),-1.0,-1.0,3,6.2,12777,2021,Movie,iPhone
tt6802400,Coming 2 America (2021),-1.0,-1.0,1,5.3,73627,2021,Movie,iPhone
tt6432466,Moxie (2021),-1.0,-1.0,1,6.7,27878,2021,Movie,iPhone
tt1397280,Taken 2 (2012),-1.0,-1.0,2,6.2,317565,2012,Movie,iPhone
tt1397280,Taken 2 (2012),-1.0,-1.0,1,6.2,317565,2012,Movie,iPhone
tt1361336,Tom and Jerry (2021),-1.0,-1.0,1,5.2,38533,2021,Movie,iPhone
tt1361336,Tom and Jerry (2021),-1.0,-1.0,3,5.2,38533,2021,Movie,iPhone
tt9893250,I Care a Lot (2020),-1.0,-1.0,1,6.4,141130,2020,Movie,iPhone
tt11080108,The Map of Tiny Perfect Things (2021),-1.0,-1.0,2,6.8,26268,2021,Movie,iPhone
tt10676012,To All the Boys: Always and Forever (2021),-1.0,-1.0,1,6.3,31316,2021,Movie,iPhone
tt10676012,To All the Boys: Always and Forever (2021),-1.0,-1.0,2,6.3,31316,2021,Movie,iPhone
tt10676012,To All the Boys: Always and Forever (2021),-1.0,-1.0,3,6.3,31316,2021,Movie,iPhone
tt11268742,The Ultimate Playlist of Noise (2021),-1.0,-1.0,1,6.6,1056,2021,Movie,iPhone
tt0790604,Deck the Halls (2006),-1.0,-1.0,2,5.0,30949,2006,Movie,iPhone
tt8305852,All My Life (2020),-1.0,-1.0,1,6.3,5795,2020,Movie,iPhone
tt5867314,The Empty Man (2020),-1.0,-1.0,2,6.2,35724,2020,Movie,iPhone
tt12286478,Unbreakable Kimmy Schmidt: Kimmy vs the Reverend (2020),-1.0,-1.0,1,5.0,15,2020,Movie,iPhone
tt12286478,Unbreakable Kimmy Schmidt: Kimmy vs the Reverend (2020),-1.0,-1.0,2,5.0,15,2020,Movie,iPhone
tt12592252,Songbird (2020),-1.0,-1.0,4,4.8,11176,2020,Movie,iPhone
tt7970348,The Stand In (2020),-1.0,-1.0,4,4.7,3963,2020,Movie,iPhone
tt7970348,The Stand In (2020),-1.0,-1.0,1,4.7,3963,2020,Movie,iPhone
tt7970348,The Stand In (2020),-1.0,-1.0,3,4.7,3963,2020,Movie,iPhone
tt11681250,Godmothered (2020),-1.0,-1.0,1,6.1,13381,2020,Movie,iPhone
tt6772802,Hillbilly Elegy (2020),-1.0,-1.0,3,6.7,45175,2020,Movie,iPhone
tt7638348,Boss Level (2020),-1.0,-1.0,1,6.8,76080,2020,Movie,iPhone
tt11199410,The Princess Switch 2: Switched Again (2020),-1.0,-1.0,1,5.4,12788,2020,Movie,iPhone
tt7737786,Greenland (2020),-1.0,-1.0,1,6.4,127720,2020,Movie,iPhone
tt13236566,Operation Christmas Drop (2020),-1.0,-1.0,1,5.8,12495,2020,Movie,iPhone
tt13236566,Operation Christmas Drop (2020),-1.0,-1.0,2,5.8,12495,2020,Movie,iPhone
tt9071808,Found,1.0,12.0,16,6.8,1619,2023,Show,iPhone
tt9071808,Found,1.0,11.0,6,6.8,1619,2023,Show,iPhone
tt9071808,Found,1.0,8.0,1,6.8,1619,2023,Show,iPhone
tt9071808,Found,1.0,7.0,1,6.8,1619,2023,Show,iPhone
tt9071808,Found,1.0,6.0,8,6.8,1619,2023,Show,iPhone
tt9071808,Found,1.0,5.0,15,6.8,1619,2023,Show,iPhone
tt9071808,Found,1.0,4.0,2,6.8,1619,2023,Show,iPhone
tt9071808,Found,1.0,3.0,3,6.8,1619,2023,Show,iPhone
tt9071808,Found,1.0,1.0,4,6.8,1619,2023,Show,iPhone
tt9071808,Found,1.0,1.0,1,6.8,1619,2023,Show,iPhone
tt2802850,Fargo,1.0,9.0,1,8.9,390987,2014,Show,iPhone
tt13623608,The Curse,1.0,9.0,2,9.0,57,2023,Show,iPhone
tt13623608,The Curse,1.0,5.0,2,9.0,57,2023,Show,iPhone
tt11212198,Rap Sh!t,2.0,8.0,6,6.6,1624,2022,Show,iPhone
tt11212198,Rap Sh!t,2.0,5.0,2,6.6,1624,2022,Show,iPhone
tt11212198,Rap Sh!t,2.0,4.0,2,6.6,1624,2022,Show,iPhone
tt11212198,Rap Sh!t,2.0,3.0,8,6.6,1624,2022,Show,iPhone
tt5875444,Slow Horses,3.0,4.0,5,7.9,47180,2022,Show,iPhone
tt5875444,Slow Horses,3.0,2.0,15,7.9,47180,2022,Show,iPhone
tt5875444,Slow Horses,3.0,1.0,2,7.9,47180,2022,Show,iPhone
tt5875444,Slow Horses,2.0,6.0,3,7.9,47180,2022,Show,iPhone
tt5875444,Slow Horses,2.0,5.0,2,7.9,47180,2022,Show,iPhone
tt5875444,Slow Horses,2.0,4.0,1,7.9,47180,2022,Show,iPhone
tt5875444,Slow Horses,1.0,2.0,1,7.9,47180,2022,Show,iPhone
tt11952974,SurrealEstate,2.0,10.0,31,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,2.0,8.0,17,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,2.0,7.0,2,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,2.0,5.0,3,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,2.0,4.0,10,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,2.0,3.0,10,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,2.0,2.0,2,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,2.0,1.0,1,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,1.0,9.0,1,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,1.0,7.0,1,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,1.0,6.0,1,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,1.0,4.0,1,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,1.0,3.0,1,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,1.0,2.0,1,7.1,3772,2021,Show,iPhone
tt11952974,SurrealEstate,1.0,1.0,1,7.1,3772,2021,Show,iPhone
tt9077530,Virgin River,5.0,5.0,1,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,5.0,4.0,1,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,5.0,3.0,2,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,4.0,12.0,2,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,4.0,8.0,4,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,4.0,3.0,1,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,3.0,10.0,1,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,3.0,8.0,1,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,3.0,2.0,2,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,2.0,8.0,1,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,2.0,7.0,1,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,2.0,4.0,1,7.4,49168,2019,Show,iPhone
tt9077530,Virgin River,2.0,3.0,2,7.4,49168,2019,Show,iPhone
tt7908756,Shining Vale,2.0,8.0,27,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,2.0,8.0,3,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,2.0,7.0,22,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,2.0,6.0,6,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,2.0,13.0,3,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,2.0,4.0,14,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,2.0,4.0,3,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,2.0,3.0,49,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,1.0,8.0,1,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,1.0,6.0,1,7.0,4740,2022,Show,iPhone
tt7908756,Shining Vale,1.0,2.0,1,7.0,4740,2022,Show,iPhone
tt10329042,All Rise,3.0,20.0,2,7.0,5715,2019,Show,iPhone
tt10329042,All Rise,3.0,19.0,1,7.0,5715,2019,Show,iPhone
tt10329042,All Rise,3.0,17.0,2,7.0,5715,2019,Show,iPhone
tt10329042,All Rise,3.0,17.0,19,7.0,5715,2019,Show,iPhone
tt10329042,All Rise,3.0,16.0,7,7.0,5715,2019,Show,iPhone
tt10329042,All Rise,3.0,15.0,5,7.0,5715,2019,Show,iPhone
tt10329042,All Rise,3.0,14.0,3,7.0,5715,2019,Show,iPhone
tt10329042,All Rise,3.0,12.0,3,7.0,5715,2019,Show,iPhone
